&Total of Heartbeat&Average Error&Total Error
201101070538.aif&8.5&110845.5882&3202646.232347
201101151127.aif&5.5&107023.1818&
201102081152.aif&9.5&179690&
201102201230.aif&10.5&1094.666667&
201102270940.aif&1&1349700.5&
201103101140.aif&9.5&39444.63158&
201103140135.aif&3&599000.3333&
201103170121.aif&5&344710.1&
201104122156.aif&6.5&155425.2308&
201106151236.aif&5&315712&
